"icd","ccs","ccsdesc","icddesc","optccs","optccsdesc","icdvers"
"V474","163","Other GU dx","URINARY PROBLEMS NEC",,,"ICD-9-CM"
"V475","163","Other GU dx","GENITAL PROBLEMS NEC",,,"ICD-9-CM"
"V479","259","Unclassified","PROBL W INTERNAL ORG NOS",,,"ICD-9-CM"
"V480","259","Unclassified","DEFICIENCIES OF HEAD",,,"ICD-9-CM"
"V481","211","Ot conn tiss","DEFICIENCIES NECK/TRUNK",,,"ICD-9-CM"
"V482","211","Ot conn tiss","MECHANICAL PROB W HEAD",,,"ICD-9-CM"
"V483","211","Ot conn tiss","MECH PROB W NECK & TRUNK",,,"ICD-9-CM"
"V484","95","Oth nerv dx","SENSORY PROBLEM W HEAD",,,"ICD-9-CM"
"V485","95","Oth nerv dx","SENSOR PROB W NECK/TRUNK",,,"ICD-9-CM"
"V486","212","Ot bone dx","DISFIGUREMENTS OF HEAD",,,"ICD-9-CM"
"V487","212","Ot bone dx","DISFIGUREMENT NECK/TRUNK",,,"ICD-9-CM"
"V488","259","Unclassified","PROB-HEAD/NECK/TRUNK NEC",,,"ICD-9-CM"
"V489","259","Unclassified","PROB-HEAD/NECK/TRUNK NOS",,,"ICD-9-CM"
"V490","211","Ot conn tiss","DEFICIENCIES OF LIMBS",,,"ICD-9-CM"
"V491","211","Ot conn tiss","MECHANICAL PROB W LIMBS",,,"ICD-9-CM"
"V492","211","Ot conn tiss","MOTOR PROBLEMS W LIMBS",,,"ICD-9-CM"
"V493","95","Oth nerv dx","SENSORY PROBLEMS W LIMBS",,,"ICD-9-CM"
"V494","212","Ot bone dx","DISFIGUREMENTS OF LIMBS",,,"ICD-9-CM"
"V495","211","Ot conn tiss","LIMB PROBLEMS NEC",,,"ICD-9-CM"
"V4960","211","Ot conn tiss","AMPUTATION STATUS - UPP EXT NOS (Begin 1994)",,,"ICD-9-CM"
"V4961","211","Ot conn tiss","AMPUTATION STATUS - THUMB (Begin 1994)",,,"ICD-9-CM"
"V4962","211","Ot conn tiss","AMPUTATION STATUS - OTH FINGER (Begin 1994)",,,"ICD-9-CM"
"V4963","211","Ot conn tiss","AMPUTATION STATUS - HAND (Begin 1994)",,,"ICD-9-CM"
"V4964","211","Ot conn tiss","AMPUTATION STATUS - WRIST (Begin 1994)",,,"ICD-9-CM"
"V4965","211","Ot conn tiss","AMPUTATION STATUS - BELOW ELBOW (Begin 1994)",,,"ICD-9-CM"
"V4966","211","Ot conn tiss","AMPUTATION STATUS - ABOVE ELBOW (Begin 1994)",,,"ICD-9-CM"
"V4967","211","Ot conn tiss","AMPUTATION STATUS - SHOULDER (Begin 1994)",,,"ICD-9-CM"
"V4970","211","Ot conn tiss","AMPUTATION STATUS - LOW EXT NOS (Begin 1994)",,,"ICD-9-CM"
"V4971","211","Ot conn tiss","AMPUTATION STATUS - GREAT TOE (Begin 1994)",,,"ICD-9-CM"
"V4972","211","Ot conn tiss","AMPUTATION STATUS - OTHER TOE (Begin 1994)",,,"ICD-9-CM"
"V4973","211","Ot conn tiss","AMPUTATION STATUS - FOOT (Begin 1994)",,,"ICD-9-CM"
"V4974","211","Ot conn tiss","AMPUTATION STATUS - ANKLE (Begin 1994)",,,"ICD-9-CM"
"V4975","211","Ot conn tiss","AMPUTATION STATUS - BELOW KNEE (Begin 1994)",,,"ICD-9-CM"
"V4976","211","Ot conn tiss","AMPUTATION STATUS - ABOVE KNEE (Begin 1994)",,,"ICD-9-CM"
"V4977","211","Ot conn tiss","AMPUTATION STATUS - HIP (Begin 1994)",,,"ICD-9-CM"
"V498","259","Unclassified","PROBL INFLU HEALTH NEC (End 2000)",,,"ICD-9-CM"
"V4981","259","Unclassified","POSTMENOPAUSAL STATUS (NATURAL) (Begin 2000)",,,"ICD-9-CM"
"V4982","259","Unclassified","DENTAL SEALANT STATUS (Begin 2001)",,,"ICD-9-CM"
"V4983","259","Unclassified","AWAIT ORGAN TRANSPLNT ST (Begin 2004)",,,"ICD-9-CM"
"V4984","259","Unclassified","BED CONFINEMENT STATUS (Begin 2005)",,,"ICD-9-CM"
"V4985","94","Other ear dx","DUAL SENSORY IMPAIRMENT (Begin 2007)",,,"ICD-9-CM"
"V4986","259","Unclassified","Do not resusctate status (Begin 2010)",,,"ICD-9-CM"
"V4987","259","Unclassified","Physical restrain status (Begin 2010)",,,"ICD-9-CM"
"V4989","259","Unclassified","OTHER CONDITIONS INFLUENCING HEALTH (Begin 2000)",,,"ICD-9-CM"
"V499","259","Unclassified","PROBL INFLU HEALTH NOS",,,"ICD-9-CM"
"V500","259","Unclassified","HAIR TRANSPLANT",,,"ICD-9-CM"
"V501","259","Unclassified","PLASTIC SURGERY NEC",,,"ICD-9-CM"
"V502","224","Ot perint dx","ROUTINE CIRCUMCISION",,,"ICD-9-CM"
"V503","259","Unclassified","EAR PIERCING",,,"ICD-9-CM"
"V5041","259","Unclassified","PROPHYL BREAST REMOVAL (Begin 1994)",,,"ICD-9-CM"
"V5042","259","Unclassified","PROPHYL OVARY REMOVAL (Begin 1994)",,,"ICD-9-CM"
"V5049","259","Unclassified","PROPHYL REMOVAL OTH ORGAN (Begin 1994)",,,"ICD-9-CM"
"V508","259","Unclassified","ELECTIVE SURGERY NEC",,,"ICD-9-CM"
"V509","259","Unclassified","ELECTIVE SURGERY NOS",,,"ICD-9-CM"
"V51","257","Ot aftercare","AFTERCARE W PLASTIC SURG (end 2008)",,,"ICD-9-CM"
"V510","257","Ot aftercare","BRST RECONST FOL MASTECT (Begin 2008)",,,"ICD-9-CM"
"V518","257","Ot aftercare","AFTERCRE PLASTC SURG NEC (Begin 2008)",,,"ICD-9-CM"
"V520","254","Rehab","FITTING ARTIFICIAL ARM",,,"ICD-9-CM"
"V521","254","Rehab","FITTING ARTIFICIAL LEG",,,"ICD-9-CM"
"V522","91","Other eye dx","FITTING ARTIFICIAL EYE",,,"ICD-9-CM"
"V523","136","Teeth dx","FITTING DENTAL PROSTHES",,,"ICD-9-CM"
"V524","254","Rehab","FITTING BREAST PROSTHES",,,"ICD-9-CM"
"V528","254","Rehab","FITTING PROSTHESIS NEC",,,"ICD-9-CM"
"V529","254","Rehab","FITTING PROSTHESIS NOS",,,"ICD-9-CM"
"V530","95","Oth nerv dx","ADJUST NERV SYST DEVICE (End 1997)",,,"ICD-9-CM"
"V5301","95","Oth nerv dx","FIT ADJUST CEREBR VENTR SHUNT (Begin 1997)",,,"ICD-9-CM"
"V5302","95","Oth nerv dx","FIT ADJUST NEUROPACEMAKER (Begin 1997)",,,"ICD-9-CM"
"V5309","95","Oth nerv dx","FIT ADJUST OT NERV SYS DEV (Begin 1997)",,,"ICD-9-CM"
"V531","91","Other eye dx","FIT CONTACT LENS/GLASSES",,,"ICD-9-CM"
"V532","94","Other ear dx","ADJUSTMENT HEARING AID",,,"ICD-9-CM"
"V533","105","Conduction","ADJUST CARDIAC PACEMAKER (End 1994)",,,"ICD-9-CM"
"V5331","105","Conduction","ADJUST CARDIAC PACEMAKER (Begin 1994)",,,"ICD-9-CM"
"V5332","105","Conduction","ADJUST AUTO IMPLANT DEBRIL (Begin 1994)",,,"ICD-9-CM"
"V5339","105","Conduction","ADJUST OTH CARDIAC DEVICE (Begin 1994)",,,"ICD-9-CM"
"V534","136","Teeth dx","FIT ORTHODONTIC DEVICE",,,"ICD-9-CM"
"V535","155","Other GI dx","FIT/ADJUST ILEOSTOMY (end 2009)",,,"ICD-9-CM"
"V5350","155","Other GI dx","Fit/adjust intestinl dev (Begin 2009)",,,"ICD-9-CM"
"V5351","155","Other GI dx","Fit/adj gastric lap band (Begin 2009)",,,"ICD-9-CM"
"V5359","155","Other GI dx","Fit/adjust gi app-device (Begin 2009)",,,"ICD-9-CM"
"V536","163","Other GU dx","FITTING URINARY DEVICES",,,"ICD-9-CM"
"V537","211","Ot conn tiss","FIT ORTHOPEDIC DEVICES",,,"ICD-9-CM"
"V538","254","Rehab","ADJUSTMENT OF WHEELCHAIR",,,"ICD-9-CM"
"V539","257","Ot aftercare","ADJUSTMNT DEVICE NEC/NOS (End 2003)",,,"ICD-9-CM"
"V5390","257","Ot aftercare","FITTING AND ADJUSTMENT- UNSPECIFIED DEVICE (Begin 2003)",,,"ICD-9-CM"
"V5391","49","DiabMel no c","FITTING AND ADJUSTMENT OF INSULIN PUMP (Begin 2003)",,,"ICD-9-CM"
"V5399","257","Ot aftercare","FITTING AND ADJUSTMENT- OTHER DEVICE (Begin 2003)",,,"ICD-9-CM"
"V540","231","Oth fracture","REMOVAL INT FIXATION DEV (End 2003)",,,"ICD-9-CM"
"V5401","231","Oth fracture","ENCOUNTER FOR REMOVAL OF INTERNAL FIXATION DE (Begin 2003)",,,"ICD-9-CM"
"V5402","231","Oth fracture","ENCOUNTER FOR LENGTHENING/ADJUSTMENT OF GROWT (Begin 2003)",,,"ICD-9-CM"
"V5409","231","Oth fracture","OTHER AFTERCARE INVOLVING INTERNAL FIXATION D (Begin 2003)",,,"ICD-9-CM"
"V5410","229","Fx arm","AFTERCARE/HEALING TRAUM FX OF ARM UNSP (Begin 2002)",,,"ICD-9-CM"
"V5411","229","Fx arm","AFTERCARE/HEALING TRAUM FX OF UPPR ARM (Begin 2002)",,,"ICD-9-CM"
"V5412","229","Fx arm","AFTERCARE/HEALING TRAUM FX OF LOWR ARM (Begin 2002)",,,"ICD-9-CM"
"V5413","226","Fx hip","AFTERCARE/HEALING TRAUMATIC FX OF HIP (Begin 2002)",,,"ICD-9-CM"
"V5414","230","Fx leg","AFTERCARE/HEALING TRAUMATIC FX OF LEG (Begin 2002)",,,"ICD-9-CM"
"V5415","230","Fx leg","AFTERCARE/HEALING TRAUM FX OF UPPR LEG (Begin 2002)",,,"ICD-9-CM"
"V5416","230","Fx leg","AFTERCARE/HEALING TRAUM FX OF LOWR LEG (Begin 2002)",,,"ICD-9-CM"
"V5417","231","Oth fracture","AFTERCARE/HEALING TRAUM FX VERTEBRAE (Begin 2002)",,,"ICD-9-CM"
"V5419","231","Oth fracture","AFTERCARE/HEALING TRAUM FX OTHER BONE (Begin 2002)",,,"ICD-9-CM"
"V5420","229","Fx arm","AFTERCARE/HEALING PATHO FX OF ARM UNSP (Begin 2002)",,,"ICD-9-CM"
"V5421","229","Fx arm","AFTERCARE/HEALING PATHO FX OF UPPR ARM (Begin 2002)",,,"ICD-9-CM"
"V5422","229","Fx arm","AFTERCARE/HEALING PATHO FX OF LOWR ARM (Begin 2002)",,,"ICD-9-CM"
"V5423","226","Fx hip","AFTERCARE/HEALING PATHOLOGIC FX OF HIP (Begin 2002)",,,"ICD-9-CM"
"V5424","230","Fx leg","AFTERCARE/HEALING PATHOLOGIC FX OF LEG (Begin 2002)",,,"ICD-9-CM"
"V5425","230","Fx leg","AFTERCARE/HEALING PATHO FX OF UPPR LEG (Begin 2002)",,,"ICD-9-CM"
"V5426","230","Fx leg","AFTERCARE/HEALING PATHO FX OF LOWR LEG (Begin 2002)",,,"ICD-9-CM"
"V5427","231","Oth fracture","AFTERCARE/HEALING PATHO FX VERTEBRAE (Begin 2002)",,,"ICD-9-CM"
"V5429","231","Oth fracture","AFTERCARE/HEALING PATHO FX OTHER BONE (Begin 2002)",,,"ICD-9-CM"
"V548","257","Ot aftercare","ORTHOPEDIC AFTERCARE NEC (End 2002)",,,"ICD-9-CM"
"V5481","257","Ot aftercare","AFTERCARE FOLLOWING JOINT REPLACMNT (Begin 2002)",,,"ICD-9-CM"
"V5482","257","Ot aftercare","Aftcr explantatn jt pros (Begin 2011)",,,"ICD-9-CM"
"V5489","257","Ot aftercare","OTHER ORTHOPEDIC AFTERCARE (Begin 2002)",,,"ICD-9-CM"
"V549","257","Ot aftercare","ORTHOPEDIC AFTERCARE NOS",,,"ICD-9-CM"
"V550","134","Ot uppr resp","ATTEN TO TRACHEOSTOMY",,,"ICD-9-CM"
"V551","155","Other GI dx","ATTEN TO GASTROSTOMY",,,"ICD-9-CM"
"V552","155","Other GI dx","ATTEN TO ILEOSTOMY",,,"ICD-9-CM"
"V553","155","Other GI dx","ATTEN TO COLOSTOMY",,,"ICD-9-CM"
"V554","155","Other GI dx","ATTEN TO ENTEROSTOMY NEC",,,"ICD-9-CM"
"V555","163","Other GU dx","ATTEN TO CYSTOSTOMY",,,"ICD-9-CM"
"V556","163","Other GU dx","ATTEN TO URINOSTOMY NEC",,,"ICD-9-CM"
"V557","175","Ot femal gen","ATTEN ARTIFICIAL VAGINA",,,"ICD-9-CM"
"V558","257","Ot aftercare","ATTN TO ARTIF OPEN NEC",,,"ICD-9-CM"
"V559","257","Ot aftercare","ATTN TO ARTIF OPEN NOS",,,"ICD-9-CM"
"V560","158","Chr kidney disease","RENAL DIALYSIS ENCOUNTER",,,"ICD-9-CM"
"V561","158","Chr kidney disease","FIT ADJUST DIALYSIS CATHET (Begin 1995)",,,"ICD-9-CM"
"V562","158","Chr kidney disease","FIT ADJUST PERITON DIAL CATH (Begin 1998)",,,"ICD-9-CM"
"V5631","158","Chr kidney disease","ADEQUACY TESTING-HEMODIALYSIS (Begin 2000)",,,"ICD-9-CM"
"V5632","158","Chr kidney disease","ADEQUACY TESTING-PERITONEAL DIALYSIS (Begin 2000)",,,"ICD-9-CM"
"V568","158","Chr kidney disease","DIALYSIS ENCOUNTER- NEC",,,"ICD-9-CM"
"V570","254","Rehab","BREATHING EXERCISES",,,"ICD-9-CM"
"V571","254","Rehab","PHYSICAL THERAPY NEC",,,"ICD-9-CM"
"V572","254","Rehab","OCCUPAT/VOCATION THERAPY (End 1994)",,,"ICD-9-CM"
"V5721","254","Rehab","OCCUP THER ENCOUNTER (Begin 1994)",,,"ICD-9-CM"
"V5722","254","Rehab","VOCATIONAL THER ENCOUNTER (Begin 1994)",,,"ICD-9-CM"
"V573","254","Rehab","SPEECH THERAPY",,,"ICD-9-CM"
"V574","254","Rehab","ORTHOPTIC TRAINING",,,"ICD-9-CM"
"V5781","254","Rehab","ORTHOTIC TRAINING",,,"ICD-9-CM"
"V5789","254","Rehab","REHABILITATION PROC NEC",,,"ICD-9-CM"
"V579","254","Rehab","REHABILITATION PROC NOS",,,"ICD-9-CM"
"V580","45","Maint chem/r","RADIOTHERAPY ENCOUNTER",,,"ICD-9-CM"
"V581","45","Maint chem/r","CHEMOTHERAPY ENCOUNTER (End 2005)",,,"ICD-9-CM"
"V5811","45","Maint chem/r","ANTINEOPLASTIC CHEMO ENC (Begin 2005)",,,"ICD-9-CM"
"V5812","45","Maint chem/r","IMMUNOTHERAPY ENCOUNTER (Begin 2005)",,,"ICD-9-CM"
"V582","64","Ot hematl dx","BLOOD TRANSFUSION- NO DX",,,"ICD-9-CM"
"V583","257","Ot aftercare","ATTEN-SURG DRESSNG/SUTUR",,,"ICD-9-CM"
"V5830","257","Ot aftercare","ATTN REM NONSURG DRESSNG (Begin 2006)",,,"ICD-9-CM"
"V5831","257","Ot aftercare","ATTN REM SURG DRESSING (Begin 2006)",,,"ICD-9-CM"
"V5832","257","Ot aftercare","ATTN REMOVAL OF SUTURES (Begin 2006)",,,"ICD-9-CM"
"V584","257","Ot aftercare","POSTSURG AFTERCARE NEC (End 1994)",,,"ICD-9-CM"
"V5841","257","Ot aftercare","PLANNED POSTOP WOUND CLOSURE (Begin 1994)",,,"ICD-9-CM"
"V5842","257","Ot aftercare","AFTERCARE FLLWNG SURG FOR NEOPLASM (Begin 2002)",,,"ICD-9-CM"
"V5843","257","Ot aftercare","AFTRCRE FLLWNG SURG FOR INJ/TRAUMA (Begin 2002)",,,"ICD-9-CM"
"V5844","257","Ot aftercare","AFTERCARE ORGAN TRANSPLT (Begin 2004)",,,"ICD-9-CM"
"V5849","257","Ot aftercare","OTHER POSTOP AFTERCARE (Begin 1994)",,,"ICD-9-CM"
"V585","136","Teeth dx","ORTHODONTICS AFTERCARE",,,"ICD-9-CM"
"V5861","257","Ot aftercare","LONGTERM USE ANTICOAG (Begin 1995)",,,"ICD-9-CM"
"V5862","257","Ot aftercare","LONGTERM ANTIBIOT USE (Begin 1998)",,,"ICD-9-CM"
"V5863","257","Ot aftercare","LONG-TERM (CURRENT) USE OF ANTIPLATELET/ANTIT (Begin 2003)",,,"ICD-9-CM"
"V5864","257","Ot aftercare","LONG-TERM (CURRENT) USE OF NON-STEROIDAL ANTI (Begin 2003)",,,"ICD-9-CM"
"V5865","257","Ot aftercare","LONG-TERM (CURRENT) USE OF STEROIDS (Begin 2003)",,,"ICD-9-CM"
"V5866","257","Ot aftercare","LONG-TERM USE OF ASPIRIN (Begin 2004)",,,"ICD-9-CM"
"V5867","257","Ot aftercare","LONG-TERM USE OF INSULIN (Begin 2004)",,,"ICD-9-CM"
"V5868","257","Ot aftercare","Lng term bisphosphonates (Begin 2011)",,,"ICD-9-CM"
"V5869","257","Ot aftercare","LONGTERM USE OTH MED (Begin 1995)",,,"ICD-9-CM"
"V5871","257","Ot aftercare","AFTCARE FLLWING SURG / SENSE ORG NEC (Begin 2002)",,,"ICD-9-CM"
"V5872","257","Ot aftercare","AFTCARE FLLWING SURG/ NERV SYSTEM- NEC (Begin 2002)",,,"ICD-9-CM"
"V5873","257","Ot aftercare","AFTCARE FLLWING SURG/ CIRC SYSTEM- NEC (Begin 2002)",,,"ICD-9-CM"
"V5874","257","Ot aftercare","AFTCARE FLLWING SURG/ RESP SYSTEM- NEC (Begin 2002)",,,"ICD-9-CM"
"V5875","257","Ot aftercare","AFTCARE FLLWING SURG/ DIGEST SYST- NEC (Begin 2002)",,,"ICD-9-CM"
"V5876","257","Ot aftercare","AFTCARE FLLWING SURG/ GENITO SYST- NEC (Begin 2002)",,,"ICD-9-CM"
"V5877","257","Ot aftercare","AFTCARE FLLWING SURG/ SKIN/SUBCUT- NEC (Begin 2002)",,,"ICD-9-CM"
"V5878","257","Ot aftercare","AFTCARE FLLWING SURG/ MUSCULOSKEL- NEC (Begin 2002)",,,"ICD-9-CM"
"V588","257","Ot aftercare","AFTERCARE NEC (End 1994)",,,"ICD-9-CM"
"V5881","257","Ot aftercare","REMOVE VASCULAR CATH (Begin 1994)",,,"ICD-9-CM"
"V5882","254","Rehab","FIT ADJUST NONVASC CATH (Begin 1995)",,,"ICD-9-CM"
"V5883","257","Ot aftercare","THERAPEUTIC DRUG MONITORING (Begin 2000)",,,"ICD-9-CM"
"V5889","257","Ot aftercare","OTHER AFTERCARE (Begin 1994)",,,"ICD-9-CM"
"V589","257","Ot aftercare","AFTERCARE NOS",,,"ICD-9-CM"
"V590","259","Unclassified","BLOOD DONOR (End 1995)",,,"ICD-9-CM"
"V5901","259","Unclassified","WHOLE BLOOD DONOR (Begin 1995)",,,"ICD-9-CM"
"V5902","259","Unclassified","STEM CELL DONOR (Begin 1995)",,,"ICD-9-CM"
"V5909","259","Unclassified","OTH BLOOD DONOR (Begin 1995)",,,"ICD-9-CM"
"V591","259","Unclassified","SKIN DONOR",,,"ICD-9-CM"
"V592","259","Unclassified","BONE DONOR",,,"ICD-9-CM"
"V593","259","Unclassified","BONE MARROW DONOR",,,"ICD-9-CM"
"V594","259","Unclassified","KIDNEY DONOR",,,"ICD-9-CM"
"V595","259","Unclassified","CORNEA DONOR",,,"ICD-9-CM"
"V596","259","Unclassified","LIVER DONOR (Begin 1995)",,,"ICD-9-CM"
"V5970","259","Unclassified","EGG DONOR NEC (Begin 2005)",,,"ICD-9-CM"
"V5971","259","Unclassified","EGG DONOR AGE <35 ANON (Begin 2005)",,,"ICD-9-CM"
"V5972","259","Unclassified","EGG DONOR AGE <35 DESIG (Begin 2005)",,,"ICD-9-CM"
"V5973","259","Unclassified","EGG DONOR AGE 35+ ANON (Begin 2005)",,,"ICD-9-CM"
"V5974","259","Unclassified","EGG DONOR AGE 35+ DESIG (Begin 2005)",,,"ICD-9-CM"
"V598","259","Unclassified","ORG OR TISSUE DONOR NEC",,,"ICD-9-CM"
"V599","259","Unclassified","ORG OR TISSUE DONOR NOS",,,"ICD-9-CM"
"V600","255","Social admin","LACK OF HOUSING",,,"ICD-9-CM"
"V601","255","Social admin","INADEQUATE HOUSING",,,"ICD-9-CM"
"V602","255","Social admin","ECONOMIC PROBLEM",,,"ICD-9-CM"
"V603","255","Social admin","PERSON LIVING ALONE",,,"ICD-9-CM"
"V604","255","Social admin","NO FAMILY ABLE TO CARE",,,"ICD-9-CM"
"V605","255","Social admin","HOLIDAY RELIEF CARE",,,"ICD-9-CM"
"V606","255","Social admin","PERSON IN RESIDENT INST",,,"ICD-9-CM"
"V608","255","Social admin","HOUSING/ECONO CIRCUM NEC (end 2009)",,,"ICD-9-CM"
"V6081","255","Social admin","Foster care (status) (Begin 2009)",,,"ICD-9-CM"
"V6089","255","Social admin","Housing/econo circum NEC (Begin 2009)",,,"ICD-9-CM"
"V609","255","Social admin","HOUSING/ECONO CIRCUM NOS",,,"ICD-9-CM"
"V610","255","Social admin","FAMILY DISRUPTION (end 2008)",,,"ICD-9-CM"
"V6101","255","Social admin","FMILY DSRPT-FAM MILITARY (Begin 2008)",,,"ICD-9-CM"
"V6102","255","Social admin","FMILY DSRPT-RET MILITARY (Begin 2008)",,,"ICD-9-CM"
"V6103","255","Social admin","FMILY DSRPT- DIVORCE/SEP (Begin 2008)",,,"ICD-9-CM"
"V6104","255","Social admin","FAMILY DSRPT-ESTRANGMEMT (Begin 2008)",,,"ICD-9-CM"
"V6105","255","Social admin","FAMLY DSRPT-CHLD CUSTODY (Begin 2008)",,,"ICD-9-CM"
"V6106","255","Social admin","FAMILY DSRPT-FOSTER CARE (Begin 2008)",,,"ICD-9-CM"
"V6107","255","Social admin","Family dsrpt-death membr (Begin 2009)",,,"ICD-9-CM"
"V6108","255","Social admin","Fmly dsrp-fam absnce NEC (Begin 2009)",,,"ICD-9-CM"
"V6109","255","Social admin","FAMILY DISRUPTION NEC (Begin 2008)",,,"ICD-9-CM"
"V611","255","Social admin","MARITAL PROBLEMS (End 1996)",,,"ICD-9-CM"
"V6110","255","Social admin","COUNSEL MARITAL (Begin 1996)",,,"ICD-9-CM"
"V6111","255","Social admin","COUNSEL ABUSE - VICTIM (Begin 1996)",,,"ICD-9-CM"
"V6112","255","Social admin","COUNSEL ABUSE - PERP (Begin 1996)",,,"ICD-9-CM"
"V6120","255","Social admin","PARENT-CHILD PROBLEM NOS",,,"ICD-9-CM"
"V6121","255","Social admin","CHILD ABUSE",,,"ICD-9-CM"
"V6122","255","Social admin","COUNSEL CHILD ABUSE (Begin 1996)",,,"ICD-9-CM"
"V6123","255","Social admin","Cnsl prnt-biol chld prob (Begin 2009)",,,"ICD-9-CM"
"V6124","255","Social admin","Cnsl prnt-adpt chld prob (Begin 2009)",,,"ICD-9-CM"
"V6125","255","Social admin","Cnsl prnt-fstr chld prob (Begin 2009)",,,"ICD-9-CM"
"V6129","255","Social admin","PARENT-CHILD PROBLEM NEC",,,"ICD-9-CM"
"V613","255","Social admin","PROBLEM W AGED PARENT",,,"ICD-9-CM"
"V6141","255","Social admin","ALCOHOLISM IN FAMILY",,,"ICD-9-CM"
"V6142","255","Social admin","Substance abuse-family (Begin 2009)",,,"ICD-9-CM"
"V6149","255","Social admin","FAMILY HEALTH PROBL NEC",,,"ICD-9-CM"
"V615","255","Social admin","MULTIPARITY",,,"ICD-9-CM"
"V616","255","Social admin","ILLEGITIMATE PREGNANCY",,,"ICD-9-CM"
"V617","255","Social admin","UNWANTED PREGNANCY NEC",,,"ICD-9-CM"
"V618","255","Social admin","FAMILY CIRCUMSTANCES NEC",,,"ICD-9-CM"
"V619","255","Social admin","FAMILY CIRCUMSTANCE NOS",,,"ICD-9-CM"
"V620","255","Social admin","UNEMPLOYMENT",,,"ICD-9-CM"
"V621","255","Social admin","ADVERSE EFF-WORK ENVIRON",,,"ICD-9-CM"
"V622","255","Social admin","OCCUP CIRCUMSTANCES NEC (end 2008)",,,"ICD-9-CM"
"V6221","255","Social admin","HX MILITARY DEPLOYMENT (Begin 2008)",,,"ICD-9-CM"
"V6222","255","Social admin","HX RETRN MILITARY DEPLOY (Begin 2008)",,,"ICD-9-CM"
"V6229","255","Social admin","OCCUPATIONL CIRCUMST NEC (Begin 2008)",,,"ICD-9-CM"
"V623","255","Social admin","EDUCATIONAL CIRCUMSTANCE",,,"ICD-9-CM"
"V624","255","Social admin","SOCIAL MALADJUSTMENT",,,"ICD-9-CM"
"V625","255","Social admin","LEGAL CIRCUMSTANCES",,,"ICD-9-CM"
"V626","255","Social admin","REFUSAL OF TREATMENT",,,"ICD-9-CM"
"V6281","255","Social admin","INTERPERSONAL PROBL NEC",,,"ICD-9-CM"
"V6282","255","Social admin","BEREAVEMENT- UNCOMPLICAT",,,"ICD-9-CM"
"V6283","255","Social admin","COUNSEL SEX ABUSE (Begin 1996)",,,"ICD-9-CM"
"V6284","662","Suicide and intentional self-inflicted in","SUICIDAL IDEATION OCT05--",,,"ICD-9-CM"
"V6285","663","Screening and history of mental health an","Homicidal ideation (Begin 2010)",,,"ICD-9-CM"
"V6289","255","Social admin","PSYCHOLOGICAL STRESS NEC",,,"ICD-9-CM"
"V629","255","Social admin","PSYCHOSOCIAL CIRCUM NOS",,,"ICD-9-CM"
"V630","255","Social admin","HOME REMOTE FROM HOSPITL",,,"ICD-9-CM"
"V631","255","Social admin","NO MEDICAL SERV IN HOME",,,"ICD-9-CM"
"V632","255","Social admin","WAIT ADM TO OTH FACILITY",,,"ICD-9-CM"
"V638","255","Social admin","NO MED FACILITIES NEC",,,"ICD-9-CM"
"V639","255","Social admin","NO MED FACILITIES NOS",,,"ICD-9-CM"
"V640","259","Unclassified","NO VACCIN/CONTRAINDICAT (End 2005)",,,"ICD-9-CM"
"V6400","259","Unclassified","NO VACCINATION NOS (Begin 2005)",,,"ICD-9-CM"
"V6401","259","Unclassified","NO VACCIN-ACUTE ILLNESS (Begin 2005)",,,"ICD-9-CM"
"V6402","259","Unclassified","NO VACCIN-CHRONC ILLNESS (Begin 2005)",,,"ICD-9-CM"
"V6403","259","Unclassified","NO VACCIN-IMMUNE COMP (Begin 2005)",,,"ICD-9-CM"
"V6404","259","Unclassified","NO VACCIN-ALLERGY TO VAC (Begin 2005)",,,"ICD-9-CM"
"V6405","259","Unclassified","NO VACCIN-CAREGIV REFUSE (Begin 2005)",,,"ICD-9-CM"
"V6406","259","Unclassified","NO VACCINATION-PT REFUSE (Begin 2005)",,,"ICD-9-CM"
"V6407","259","Unclassified","NO VACCINATION-RELIGION (Begin 2005)",,,"ICD-9-CM"
"V6408","259","Unclassified","NO VACCIN-PREV DISEASE (Begin 2005)",,,"ICD-9-CM"
"V6409","259","Unclassified","NO VACCINATION NEC (Begin 2005)",,,"ICD-9-CM"
"V641","259","Unclassified","NO PROC/CONTRAINDICATION",,,"ICD-9-CM"
"V642","259","Unclassified","NO PROC/PATIENT DECISION",,,"ICD-9-CM"
"V643","259","Unclassified","NO PROC FOR REASONS NEC",,,"ICD-9-CM"
"V644","259","Unclassified","LAPARSCP SURG CONVERT TO OPEN (Begin 1997 End 2003)",,,"ICD-9-CM"
"V6441","259","Unclassified","LAPAROSCOPIC SURGICAL PROCEDURE CONVERTED TO (Begin 2003)",,,"ICD-9-CM"
"V6442","259","Unclassified","THORACOSCOPIC SURGICAL PROCEDURE CONVERTED TO (Begin 2003)",,,"ICD-9-CM"
"V6443","259","Unclassified","ARTHROSCOPIC SURGICAL PROCEDURE CONVERTED TO (Begin 2003)",,,"ICD-9-CM"
"V650","255","Social admin","HEALTHY PERSON W SICK",,,"ICD-9-CM"
"V651","255","Social admin","PERSON CONSULT FOR ANOTH (End 2003)",,,"ICD-9-CM"
"V6511","255","Social admin","PEDIATRIC PRE-BIRTH VISIT FOR EXPECTANT MOTHE (Begin 2003)",,,"ICD-9-CM"
